line_file,offset
images/-4.png,-4
images/-3.png,-3
images/1.png,1
images/4.png,4
images/-1.png,-1
images/9.png,9
images/6.png,6
images/0.png,0
images/0.png,0
images/0.png,0
images/-6.png,-6
images/7.png,7
images/-6.png,-6
images/-7.png,-7
images/-7.png,-7
images/0.png,0
images/3.png,3
images/-2.png,-2
images/-5.png,-5
images/-9.png,-9
